»’∆⁄,∆⁄ ˝,,,,∫Ï«Ú_1,∫Ï«Ú_2,∫Ï«Ú_3,∫Ï«Ú_4,∫Ï«Ú_5,¿∂«Ú_1,¿∂«Ú_2
2011-12-21,11150,,,,13,22,30,33,34,06,12
2011-12-19,11149,,,,02,07,12,29,31,03,05
2011-12-17,11148,,,,07,10,11,26,31,03,04
2011-12-14,11147,,,,01,15,16,27,28,02,07
2011-12-12,11146,,,,09,13,19,29,34,02,11
2011-12-10,11145,,,,07,15,19,24,29,04,06
2011-12-7,11144,,,,07,18,24,28,33,02,03
2011-12-5,11143,,,,08,09,12,25,33,07,10
2011-12-3,11142,,,,04,26,30,33,34,04,06
2011-11-30,11141,,,,02,11,19,22,35,10,12
2011-11-28,11140,,,,01,12,32,33,34,09,11
2011-11-26,11139,,,,04,06,10,15,16,03,04
2011-11-23,11138,,,,17,23,26,30,32,06,12
2011-11-21,11137,,,,02,15,18,23,31,01,02
2011-11-19,11136,,,,08,09,11,19,33,03,12
2011-11-16,11135,,,,06,22,29,33,35,03,12
2011-11-14,11134,,,,01,10,12,14,17,09,10
2011-11-12,11133,,,,04,11,23,26,35,03,12
2011-11-9,11132,,,,12,14,16,19,33,02,09
2011-11-7,11131,,,,03,05,12,18,33,07,11
2011-11-5,11130,,,,08,09,13,23,35,11,12
2011-11-2,11129,,,,01,07,13,18,23,04,08
2011-10-31,11128,,,,03,04,06,11,13,01,02
2011-10-29,11127,,,,01,11,22,26,29,05,08
2011-10-26,11126,,,,07,17,29,30,33,10,12
2011-10-24,11125,,,,07,10,27,34,35,10,12
2011-10-22,11124,,,,08,12,14,20,25,06,08
2011-10-19,11123,,,,10,14,18,19,35,01,06
2011-10-17,11122,,,,03,08,23,24,34,05,12
2011-10-15,11121,,,,02,03,30,31,33,03,09
2011-10-12,11120,,,,20,25,26,30,31,09,10
2011-10-10,11119,,,,04,15,20,26,31,06,12
2011-10-8,11118,,,,04,07,11,32,35,05,07
2011-10-5,11117,,,,10,12,28,32,33,03,05
2011-10-3,11116,,,,10,15,18,19,26,07,12
2011-10-1,11115,,,,17,26,30,31,35,06,11
2011-9-28,11114,,,,06,08,17,27,35,02,11
2011-9-26,11113,,,,04,05,07,10,12,04,05
2011-9-24,11112,,,,06,17,28,32,33,08,12
2011-9-21,11111,,,,02,11,13,23,31,11,12
2011-9-19,11110,,,,30,31,33,34,35,04,07
2011-9-17,11109,,,,01,11,12,22,34,08,10
2011-9-14,11108,,,,07,15,18,24,28,01,07
2011-9-12,11107,,,,02,06,18,30,32,01,08
2011-9-10,11106,,,,01,09,29,30,35,05,09
2011-9-7,11105,,,,02,11,26,32,33,05,12
2011-9-5,11104,,,,07,19,27,28,34,02,05
2011-9-3,11103,,,,03,04,26,29,34,01,03
2011-8-31,11102,,,,19,24,28,31,34,04,12
2011-8-29,11101,,,,05,12,20,28,30,03,07
2011-8-27,11100,,,,08,11,13,28,33,08,09
2011-8-24,11099,,,,02,06,09,12,20,05,08
2011-8-22,11098,,,,06,07,28,33,35,01,10
2011-8-20,11097,,,,04,19,28,31,33,11,12
2011-8-17,11096,,,,03,08,20,24,25,01,02
2011-8-15,11095,,,,09,12,17,19,29,06,11
2011-8-13,11094,,,,11,21,22,32,34,04,08
2011-8-10,11093,,,,04,06,08,19,31,10,11
2011-8-8,11092,,,,10,17,19,32,33,01,12
2011-8-6,11091,,,,11,17,23,29,30,06,08
2011-8-3,11090,,,,02,04,29,30,34,05,08
2011-8-1,11089,,,,05,06,23,27,34,03,04
2011-7-30,11088,,,,20,21,27,29,35,03,08
2011-7-27,11087,,,,06,13,20,25,34,07,09
2011-7-25,11086,,,,04,05,06,09,15,01,06
2011-7-23,11085,,,,02,17,19,21,22,03,10
2011-7-20,11084,,,,14,29,31,34,35,01,12
2011-7-18,11083,,,,06,08,18,20,24,04,08
2011-7-16,11082,,,,07,20,25,30,32,05,09
2011-7-13,11081,,,,04,13,20,21,35,02,09
2011-7-11,11080,,,,05,12,30,31,32,01,03
2011-7-9,11079,,,,01,03,23,30,31,02,10
2011-7-6,11078,,,,04,09,16,27,30,02,06
2011-7-4,11077,,,,05,08,19,33,34,01,12
2011-7-2,11076,,,,18,23,25,29,30,01,02
2011-6-29,11075,,,,06,09,20,23,28,06,10
2011-6-27,11074,,,,07,16,23,28,31,03,06
2011-6-25,11073,,,,13,19,20,22,33,05,11
2011-6-22,11072,,,,03,11,13,20,35,03,08
2011-6-20,11071,,,,27,31,33,34,35,04,06
2011-6-18,11070,,,,09,19,22,29,30,02,08
2011-6-15,11069,,,,03,05,28,29,33,04,12
2011-6-13,11068,,,,01,13,16,18,32,07,09
2011-6-11,11067,,,,10,17,22,24,32,03,10
2011-6-8,11066,,,,06,13,18,20,33,09,10
2011-6-6,11065,,,,03,11,14,25,34,01,04
2011-6-4,11064,,,,01,06,27,30,34,01,06
2011-6-1,11063,,,,10,17,18,26,32,01,05
2011-5-30,11062,,,,06,10,17,20,21,03,07
2011-5-28,11061,,,,06,07,16,18,20,04,10
2011-5-25,11060,,,,03,25,29,32,34,09,10
2011-5-23,11059,,,,09,16,21,29,34,07,10
2011-5-21,11058,,,,01,09,27,32,33,03,06
2011-5-18,11057,,,,07,11,30,31,34,09,12
2011-5-16,11056,,,,03,05,29,30,31,08,10
2011-5-14,11055,,,,01,07,31,32,35,02,10
2011-5-11,11054,,,,05,09,16,26,35,03,10
2011-5-9,11053,,,,03,16,28,31,32,01,09
2011-5-7,11052,,,,13,24,31,32,33,03,09
2011-5-4,11051,,,,06,08,12,17,18,05,10
2011-5-2,11050,,,,04,07,29,32,33,08,10
2011-4-30,11049,,,,05,06,10,22,25,01,09
2011-4-27,11048,,,,13,17,25,27,28,02,03
2011-4-25,11047,,,,02,15,22,33,35,05,08
2011-4-23,11046,,,,09,15,16,19,29,04,06
2011-4-20,11045,,,,13,21,22,29,31,07,11
2011-4-18,11044,,,,11,21,24,26,31,06,07
2011-4-16,11043,,,,02,08,23,33,35,05,10
2011-4-13,11042,,,,06,09,18,30,32,10,12
2011-4-11,11041,,,,04,05,11,13,25,03,06
2011-4-9,11040,,,,03,07,15,18,20,01,06
2011-4-6,11039,,,,01,11,14,22,34,06,08
2011-4-4,11038,,,,07,09,11,13,33,10,12
2011-4-2,11037,,,,01,12,14,22,24,10,12
2011-3-30,11036,,,,03,18,29,30,33,08,09
2011-3-28,11035,,,,03,04,13,15,32,04,09
2011-3-26,11034,,,,03,06,09,17,27,03,09
2011-3-23,11033,,,,03,19,24,29,33,03,09
2011-3-21,11032,,,,07,16,23,31,33,03,10
2011-3-19,11031,,,,12,17,19,22,35,04,11
2011-3-16,11030,,,,15,19,25,30,33,03,08
2011-3-14,11029,,,,03,09,17,24,28,06,12
2011-3-12,11028,,,,01,02,13,17,28,01,04
2011-3-9,11027,,,,05,14,25,34,35,02,05
2011-3-7,11026,,,,01,09,15,20,29,07,09
2011-3-5,11025,,,,08,09,25,28,29,02,10
2011-3-2,11024,,,,12,15,16,20,33,08,12
2011-2-28,11023,,,,05,13,16,18,24,02,12
2011-2-26,11022,,,,09,14,24,25,34,01,04
2011-2-23,11021,,,,01,09,13,17,30,02,08
2011-2-21,11020,,,,09,12,19,22,28,01,05
2011-2-19,11019,,,,08,21,23,27,33,06,11
2011-2-16,11018,,,,16,22,24,32,34,02,10
2011-2-14,11017,,,,16,19,24,26,31,02,04
2011-2-12,11016,,,,15,20,30,33,35,06,09
2011-2-9,11015,,,,08,18,19,22,23,01,03
2011-1-31,11014,,,,02,14,20,21,24,02,09
2011-1-29,11013,,,,05,08,14,28,30,04,06
2011-1-26,11012,,,,03,12,19,25,30,08,11
2011-1-24,11011,,,,02,17,23,24,30,02,09
2011-1-22,11010,,,,04,08,10,14,27,05,07
2011-1-19,11009,,,,09,10,11,14,24,03,08
2011-1-17,11008,,,,01,23,26,27,30,05,06
2011-1-15,11007,,,,14,24,32,33,35,02,09
2011-1-12,11006,,,,02,08,16,26,35,11,12
2011-1-10,11005,,,,01,07,25,27,30,07,12
2011-1-8,11004,,,,07,08,10,23,25,07,09
2011-1-5,11003,,,,01,24,27,30,31,01,06
2011-1-3,11002,,,,11,13,27,28,29,02,06
2011-1-1,11001,,,,07,08,15,32,34,05,12
2010-12-29,10153,,,,06,07,16,24,35,04,06
2010-12-27,10152,,,,02,05,18,22,23,07,12
2010-12-25,10151,,,,01,10,32,33,35,03,08
2010-12-22,10150,,,,05,24,28,29,35,01,09
2010-12-20,10149,,,,05,22,24,25,30,01,06
2010-12-18,10148,,,,03,04,08,10,35,02,06
2010-12-15,10147,,,,01,15,19,21,23,11,12
2010-12-13,10146,,,,14,17,30,31,34,04,10
2010-12-11,10145,,,,18,19,27,28,33,03,06
2010-12-8,10144,,,,02,11,16,22,31,10,11
2010-12-6,10143,,,,10,16,18,22,27,06,08
2010-12-4,10142,,,,10,11,19,21,27,04,06
2010-12-1,10141,,,,05,11,17,23,33,03,10
2010-11-29,10140,,,,06,18,20,30,31,03,06
2010-11-27,10139,,,,03,13,16,19,29,07,09
2010-11-24,10138,,,,08,12,14,19,27,05,06
2010-11-22,10137,,,,22,27,28,33,35,09,11
2010-11-20,10136,,,,03,13,18,30,33,07,08
2010-11-17,10135,,,,14,17,19,26,32,03,04
2010-11-15,10134,,,,09,12,13,19,30,04,05
2010-11-13,10133,,,,11,16,17,21,22,03,06
2010-11-10,10132,,,,18,21,23,25,29,06,11
2010-11-8,10131,,,,10,15,22,28,29,04,12
2010-11-6,10130,,,,05,06,09,10,34,08,11
2010-11-3,10129,,,,14,15,24,25,26,03,07
2010-11-1,10128,,,,06,17,19,29,35,02,08
2010-10-30,10127,,,,03,22,24,30,33,04,10
2010-10-27,10126,,,,03,05,09,13,33,05,11
2010-10-25,10125,,,,01,07,09,14,19,09,12
2010-10-23,10124,,,,01,09,27,29,34,01,06
2010-10-20,10123,,,,18,20,30,32,33,01,11
2010-10-18,10122,,,,05,06,11,13,26,02,07
2010-10-16,10121,,,,21,22,31,32,34,02,12
2010-10-13,10120,,,,08,10,18,34,35,06,10
2010-10-11,10119,,,,05,13,14,23,26,02,03
2010-10-9,10118,,,,19,22,23,29,35,08,10
2010-10-6,10117,,,,04,06,21,27,34,05,09
2010-10-4,10116,,,,14,22,27,28,35,04,10
2010-10-2,10115,,,,05,07,10,15,32,03,08
2010-9-29,10114,,,,03,07,22,25,35,03,11
2010-9-27,10113,,,,05,16,22,23,32,04,10
2010-9-25,10112,,,,14,15,18,34,35,08,10
2010-9-22,10111,,,,03,06,13,14,29,01,02
2010-9-20,10110,,,,21,29,30,33,35,07,11
2010-9-18,10109,,,,01,02,08,11,25,10,12
2010-9-15,10108,,,,01,10,13,19,34,09,12
2010-9-13,10107,,,,14,17,22,27,34,03,05
2010-9-11,10106,,,,05,27,28,29,34,09,12
2010-9-8,10105,,,,05,17,26,27,35,08,09
2010-9-6,10104,,,,14,25,30,32,33,01,11
2010-9-4,10103,,,,10,14,29,30,35,05,08
2010-9-1,10102,,,,04,15,19,24,35,01,10
2010-8-30,10101,,,,11,15,22,27,35,05,08
2010-8-28,10100,,,,19,20,30,33,35,06,08
2010-8-25,10099,,,,03,11,17,21,30,01,08
2010-8-23,10098,,,,02,03,12,13,25,01,07
2010-8-21,10097,,,,09,17,21,28,29,02,08
2010-8-18,10096,,,,04,09,24,30,35,01,10
2010-8-16,10095,,,,12,14,16,19,25,01,06
2010-8-14,10094,,,,20,32,33,34,35,06,07
2010-8-11,10093,,,,02,04,09,28,29,05,08
2010-8-9,10092,,,,02,15,29,30,34,02,12
2010-8-7,10091,,,,06,10,23,26,31,05,07
2010-8-4,10090,,,,08,24,26,31,32,07,09
2010-8-2,10089,,,,04,10,13,18,23,08,10
2010-7-31,10088,,,,03,05,14,30,35,03,06
2010-7-28,10087,,,,01,12,20,21,24,02,08
2010-7-26,10086,,,,01,02,12,19,35,05,07
2010-7-24,10085,,,,02,10,16,18,34,02,03
2010-7-21,10084,,,,03,13,14,22,26,02,05
2010-7-19,10083,,,,07,11,21,22,35,04,07
2010-7-17,10082,,,,05,08,24,29,30,04,06
2010-7-14,10081,,,,14,18,20,24,27,05,10
2010-7-12,10080,,,,08,19,27,29,34,04,10
2010-7-10,10079,,,,01,04,21,22,24,02,05
2010-7-7,10078,,,,02,03,15,28,35,01,11
2010-7-5,10077,,,,06,07,09,17,24,02,12
2010-7-3,10076,,,,09,12,16,19,35,02,12
2010-6-30,10075,,,,10,12,17,23,27,05,07
2010-6-28,10074,,,,03,07,20,27,32,02,12
2010-6-26,10073,,,,04,09,11,30,32,01,11
2010-6-23,10072,,,,05,10,17,23,25,03,10
2010-6-21,10071,,,,07,12,26,30,32,02,07
2010-6-19,10070,,,,05,14,23,25,28,11,12
2010-6-16,10069,,,,06,17,18,25,29,08,09
2010-6-14,10068,,,,11,17,19,20,34,06,10
2010-6-12,10067,,,,01,11,19,30,32,03,10
2010-6-9,10066,,,,15,21,22,24,27,01,06
2010-6-7,10065,,,,05,08,13,14,32,08,11
2010-6-5,10064,,,,07,10,12,20,21,06,09
2010-6-2,10063,,,,07,14,16,30,31,03,06
2010-5-31,10062,,,,06,07,18,30,31,07,08
2010-5-29,10061,,,,05,12,14,17,22,05,07
2010-5-26,10060,,,,10,13,22,33,34,01,05
2010-5-24,10059,,,,06,10,14,25,34,01,03
2010-5-22,10058,,,,06,15,17,19,30,01,12
2010-5-19,10057,,,,15,17,24,32,35,07,09
2010-5-17,10056,,,,05,09,23,25,30,09,12
2010-5-15,10055,,,,13,14,17,27,32,02,10
2010-5-12,10054,,,,12,25,29,30,33,10,11
2010-5-10,10053,,,,09,19,22,26,34,09,11
2010-5-8,10052,,,,04,06,25,29,32,05,06
2010-5-5,10051,,,,06,10,20,24,32,06,10
2010-5-3,10050,,,,07,08,15,30,35,05,10
2010-5-1,10049,,,,01,25,29,31,33,04,10
2010-4-28,10048,,,,02,03,10,12,25,03,09
2010-4-26,10047,,,,04,08,11,30,31,02,08
2010-4-24,10046,,,,02,15,19,26,27,05,06
2010-4-21,10045,,,,08,17,18,20,28,09,10
2010-4-19,10044,,,,06,21,24,28,30,02,07
2010-4-17,10043,,,,05,08,10,33,35,02,10
2010-4-14,10042,,,,01,05,19,34,35,06,07
2010-4-12,10041,,,,16,22,28,29,34,04,12
2010-4-10,10040,,,,13,20,26,31,35,02,11
2010-4-7,10039,,,,07,19,26,28,32,01,08
2010-4-5,10038,,,,08,10,25,29,33,01,02
2010-4-3,10037,,,,19,21,26,34,35,01,09
2010-3-31,10036,,,,19,25,28,31,33,01,08
2010-3-29,10035,,,,14,16,20,31,34,01,07
2010-3-27,10034,,,,01,06,19,25,26,03,09
2010-3-24,10033,,,,12,19,28,29,30,05,08
2010-3-22,10032,,,,13,16,23,24,33,07,11
2010-3-20,10031,,,,05,13,16,17,35,06,08
2010-3-17,10030,,,,10,12,19,32,35,02,07
2010-3-15,10029,,,,21,22,33,34,35,03,04
2010-3-13,10028,,,,01,02,07,20,35,01,03
2010-3-10,10027,,,,05,23,26,32,34,02,09
2010-3-8,10026,,,,05,23,25,31,35,07,10
2010-3-6,10025,,,,09,11,13,14,25,01,07
2010-3-3,10024,,,,03,14,19,24,25,04,11
2010-3-1,10023,,,,11,13,29,32,33,02,08
2010-2-27,10022,,,,02,11,13,14,25,02,05
2010-2-24,10021,,,,11,20,23,24,25,07,09
2010-2-22,10020,,,,08,18,26,32,33,01,06
2010-2-20,10019,,,,03,11,19,26,27,02,09
2010-2-10,10018,,,,03,10,26,32,33,04,12
2010-2-8,10017,,,,13,21,23,27,34,09,12
2010-2-6,10016,,,,10,12,20,23,32,04,10
2010-2-3,10015,,,,03,10,14,18,28,08,10
2010-2-1,10014,,,,18,19,30,33,35,02,04
2010-1-30,10013,,,,18,21,22,26,34,09,12
2010-1-27,10012,,,,20,24,30,31,33,05,12
2010-1-25,10011,,,,02,03,11,27,32,08,11
2010-1-23,10010,,,,15,22,24,32,35,02,09
2010-1-20,10009,,,,02,05,13,27,32,03,11
2010-1-18,10008,,,,11,23,25,31,32,05,11
2010-1-16,10007,,,,07,23,26,29,32,08,11
2010-1-13,10006,,,,03,13,19,30,34,02,05
2010-1-11,10005,,,,04,17,19,22,30,02,03
2010-1-9,10004,,,,03,06,21,24,34,04,06
2010-1-6,10003,,,,05,14,23,27,30,02,08
2010-1-4,10002,,,,04,23,25,26,30,07,10
2010-1-2,10001,,,,02,06,07,12,27,02,08
2009-12-30,9153,,,,21,22,30,32,34,03,07
2009-12-28,9152,,,,01,23,29,30,32,07,12
2009-12-26,9151,,,,03,08,14,30,31,04,09
2009-12-23,9150,,,,04,11,18,25,34,05,07
2009-12-21,9149,,,,01,03,10,12,20,02,07
2009-12-19,9148,,,,02,04,13,14,33,01,09
2009-12-16,9147,,,,06,12,18,22,29,05,08
2009-12-14,9146,,,,11,17,23,24,25,03,06
2009-12-12,9145,,,,05,11,14,22,35,03,10
2009-12-9,9144,,,,18,26,32,33,34,04,06
2009-12-7,9143,,,,01,09,10,11,22,01,12
2009-12-5,9142,,,,05,06,13,24,31,03,11
2009-12-2,9141,,,,13,14,21,30,33,02,08
2009-11-30,9140,,,,07,08,19,26,30,01,12
2009-11-28,9139,,,,14,16,20,22,32,05,09
2009-11-25,9138,,,,03,04,14,28,32,09,10
2009-11-23,9137,,,,12,28,29,30,34,01,09
2009-11-21,9136,,,,07,13,23,24,29,06,10
2009-11-18,9135,,,,06,08,15,20,32,05,06
2009-11-16,9134,,,,02,16,19,28,33,07,11
2009-11-14,9133,,,,01,08,24,27,34,10,11
2009-11-11,9132,,,,02,10,12,15,28,04,07
2009-11-9,9131,,,,02,03,08,33,34,03,11
2009-11-7,9130,,,,09,14,25,32,34,02,08
2009-11-4,9129,,,,02,10,18,32,33,03,08
2009-11-2,9128,,,,06,21,28,32,34,04,07
2009-10-31,9127,,,,05,09,27,32,34,05,08
2009-10-28,9126,,,,14,23,27,28,33,08,12
2009-10-26,9125,,,,08,20,23,29,31,02,11
2009-10-24,9124,,,,01,03,14,32,35,07,11
2009-10-21,9123,,,,10,21,28,29,32,06,10
2009-10-19,9122,,,,01,02,11,31,33,05,06
2009-10-17,9121,,,,04,05,08,11,22,02,10
2009-10-14,9120,,,,11,23,27,28,32,02,05
2009-10-12,9119,,,,03,12,22,23,28,04,12
2009-10-10,9118,,,,10,17,18,21,34,05,11
2009-10-7,9117,,,,07,21,29,31,33,09,10
2009-10-5,9116,,,,12,15,23,30,33,09,12
2009-10-3,9115,,,,01,02,06,08,26,05,12
2009-9-30,9114,,,,02,08,25,29,33,03,07
2009-9-28,9113,,,,03,04,10,18,27,06,08
2009-9-26,9112,,,,02,08,12,34,35,04,05
2009-9-23,9111,,,,04,11,13,19,35,10,12
2009-9-21,9110,,,,22,28,30,31,34,07,09
2009-9-19,9109,,,,02,11,13,26,35,06,10
2009-9-16,9108,,,,01,09,14,29,30,07,10
2009-9-14,9107,,,,11,12,33,34,35,01,10
2009-9-12,9106,,,,11,21,22,25,34,06,09
2009-9-9,9105,,,,01,25,26,34,35,06,11
2009-9-7,9104,,,,15,25,29,32,33,10,11
2009-9-5,9103,,,,16,20,28,32,33,01,02
2009-9-2,9102,,,,11,13,29,32,35,10,12
2009-8-31,9101,,,,02,10,14,22,26,04,09
2009-8-29,9100,,,,16,20,25,29,33,01,08
2009-8-26,9099,,,,03,09,21,23,33,06,10
2009-8-24,9098,,,,11,17,19,25,26,02,10
2009-8-22,9097,,,,06,13,14,22,25,01,04
2009-8-19,9096,,,,07,12,28,32,33,01,03
2009-8-17,9095,,,,08,18,24,30,33,01,06
2009-8-15,9094,,,,01,05,21,23,29,05,12
2009-8-12,9093,,,,07,09,22,30,33,09,11
2009-8-10,9092,,,,10,21,22,27,29,08,12
2009-8-8,9091,,,,01,05,17,32,34,03,07
2009-8-5,9090,,,,18,25,30,33,34,04,10
2009-8-3,9089,,,,03,06,11,19,27,02,07
2009-8-1,9088,,,,13,16,27,32,34,03,09
2009-7-29,9087,,,,10,24,28,30,33,01,10
2009-7-27,9086,,,,01,02,07,26,29,10,12
2009-7-25,9085,,,,06,13,27,33,34,09,12
2009-7-22,9084,,,,05,09,19,26,35,02,10
2009-7-20,9083,,,,02,05,28,34,35,01,07
2009-7-18,9082,,,,05,11,26,29,32,08,11
2009-7-15,9081,,,,02,15,20,25,33,03,06
2009-7-13,9080,,,,07,16,19,29,35,02,11
2009-7-11,9079,,,,01,02,07,13,34,04,10
2009-7-8,9078,,,,11,23,26,31,34,05,11
2009-7-6,9077,,,,07,20,28,32,34,06,08
2009-7-4,9076,,,,03,09,11,18,24,04,05
2009-7-1,9075,,,,01,07,11,32,33,09,11
2009-6-29,9074,,,,15,17,19,23,32,01,11
2009-6-27,9073,,,,01,10,19,21,30,01,04
2009-6-24,9072,,,,23,26,29,32,33,05,10
2009-6-22,9071,,,,04,20,29,30,33,02,11
2009-6-20,9070,,,,10,21,24,30,31,03,10
2009-6-17,9069,,,,14,16,27,30,33,08,12
2009-6-15,9068,,,,02,12,15,20,28,01,12
2009-6-13,9067,,,,03,06,25,28,32,02,05
2009-6-10,9066,,,,01,08,19,24,31,06,12
2009-6-8,9065,,,,01,12,24,27,32,02,11
2009-6-6,9064,,,,06,10,11,17,34,11,12
2009-6-3,9063,,,,05,06,18,21,22,01,07
2009-6-1,9062,,,,04,22,23,29,31,05,11
2009-5-30,9061,,,,02,10,21,26,34,02,10
2009-5-27,9060,,,,18,28,29,30,31,04,08
2009-5-25,9059,,,,02,13,14,29,33,04,11
2009-5-23,9058,,,,08,10,14,27,32,02,07
2009-5-20,9057,,,,06,15,22,27,30,02,09
2009-5-18,9056,,,,04,13,17,32,35,03,06
2009-5-16,9055,,,,05,08,14,23,24,05,06
2009-5-13,9054,,,,02,12,19,29,30,07,12
2009-5-11,9053,,,,05,09,24,31,33,05,06
2009-5-9,9052,,,,23,24,30,34,35,01,03
2009-5-6,9051,,,,03,11,22,26,29,05,12
2009-5-4,9050,,,,05,15,28,32,33,08,09
2009-5-2,9049,,,,05,16,28,29,34,11,12
2009-4-29,9048,,,,05,06,22,25,27,11,12
2009-4-27,9047,,,,13,18,21,24,29,03,06
2009-4-25,9046,,,,01,09,24,34,35,04,09
2009-4-22,9045,,,,01,09,14,24,35,06,09
2009-4-20,9044,,,,01,07,18,29,34,03,09
2009-4-18,9043,,,,05,21,22,32,35,02,05
2009-4-15,9042,,,,11,24,25,26,31,02,07
2009-4-13,9041,,,,05,09,20,23,29,04,10
2009-4-11,9040,,,,03,16,30,32,33,01,10
2009-4-8,9039,,,,01,03,07,10,33,03,04
2009-4-6,9038,,,,06,17,20,29,32,04,05
2009-4-4,9037,,,,17,18,19,25,31,01,11
2009-4-1,9036,,,,02,12,26,31,33,09,10
2009-3-30,9035,,,,03,07,09,28,33,03,08
2009-3-28,9034,,,,05,19,31,32,35,04,09
2009-3-25,9033,,,,02,08,18,21,32,08,11
2009-3-23,9032,,,,04,12,20,26,29,06,10
2009-3-21,9031,,,,07,11,19,21,22,01,11
2009-3-18,9030,,,,01,07,27,30,32,01,04
2009-3-16,9029,,,,03,04,13,17,24,04,11
2009-3-14,9028,,,,06,20,30,32,35,09,11
2009-3-11,9027,,,,03,22,26,33,34,09,10
2009-3-9,9026,,,,24,30,31,32,34,10,12
2009-3-7,9025,,,,03,17,22,23,33,04,10
2009-3-4,9024,,,,29,31,32,33,35,10,11
2009-3-2,9023,,,,15,17,21,27,33,07,11
2009-2-28,9022,,,,12,14,17,34,35,04,11
2009-2-25,9021,,,,01,15,31,32,34,03,08
2009-2-23,9020,,,,05,16,18,32,35,02,11
2009-2-21,9019,,,,04,29,31,32,35,04,10
2009-2-18,9018,,,,01,06,13,28,29,03,09
2009-2-16,9017,,,,05,11,23,26,33,04,12
2009-2-14,9016,,,,10,11,20,26,27,09,11
2009-2-11,9015,,,,01,05,10,16,27,03,04
2009-2-9,9014,,,,08,14,15,25,26,07,09
2009-2-7,9013,,,,05,24,26,30,35,05,12
2009-2-4,9012,,,,02,05,20,25,31,10,12
2009-2-2,9011,,,,02,11,13,14,21,02,04
2009-1-24,9010,,,,02,09,12,21,29,07,11
2009-1-21,9009,,,,12,18,23,26,32,06,09
2009-1-19,9008,,,,04,17,21,29,31,02,12
2009-1-17,9007,,,,06,14,15,29,35,06,11
2009-1-14,9006,,,,02,04,22,31,35,09,12
2009-1-12,9005,,,,10,11,15,31,32,05,08
2009-1-10,9004,,,,01,03,22,32,35,06,10
2009-1-7,9003,,,,16,18,23,30,32,02,11
2009-1-5,9002,,,,01,04,07,12,30,05,10
2009-1-3,9001,,,,01,15,23,27,30,04,10
2008-12-31,8154,,,,05,07,10,29,32,04,06
2008-12-29,8153,,,,02,04,06,25,26,02,05
2008-12-27,8152,,,,03,05,14,20,33,07,11
2008-12-24,8151,,,,07,10,27,31,34,08,09
2008-12-22,8150,,,,01,09,10,15,25,03,08
2008-12-20,8149,,,,02,05,06,27,29,03,04
2008-12-17,8148,,,,03,07,20,33,35,04,07
2008-12-15,8147,,,,16,18,19,24,35,11,12
2008-12-13,8146,,,,09,23,24,26,33,07,12
2008-12-10,8145,,,,05,16,27,29,30,05,11
2008-12-8,8144,,,,10,19,27,28,33,05,12
2008-12-6,8143,,,,01,02,22,29,32,01,04
2008-12-3,8142,,,,06,18,21,30,35,08,09
2008-12-1,8141,,,,09,15,18,30,34,04,05
2008-11-29,8140,,,,02,09,11,29,32,08,09
2008-11-26,8139,,,,01,06,10,14,22,06,08
2008-11-24,8138,,,,04,05,18,22,35,07,08
2008-11-22,8137,,,,01,10,25,32,35,05,09
2008-11-19,8136,,,,03,28,29,32,34,01,06
2008-11-17,8135,,,,07,22,25,29,33,01,12
2008-11-15,8134,,,,11,13,15,28,35,08,10
2008-11-12,8133,,,,10,12,15,33,35,03,09
2008-11-10,8132,,,,06,14,24,27,29,05,09
2008-11-8,8131,,,,08,09,12,21,32,07,11
2008-11-5,8130,,,,03,05,22,29,34,07,12
2008-11-3,8129,,,,13,16,20,25,27,04,05
2008-11-1,8128,,,,12,15,23,24,25,10,11
2008-10-29,8127,,,,08,21,22,31,33,01,07
2008-10-27,8126,,,,09,29,32,34,35,01,08
2008-10-25,8125,,,,01,04,28,33,34,06,11
2008-10-22,8124,,,,02,10,13,29,33,06,10
2008-10-20,8123,,,,01,06,12,28,31,08,09
2008-10-18,8122,,,,03,06,12,20,29,09,12
2008-10-15,8121,,,,11,23,24,32,35,04,10
2008-10-13,8120,,,,21,23,24,25,32,03,04
2008-10-11,8119,,,,01,02,10,19,27,01,11
2008-10-8,8118,,,,06,09,19,25,30,06,12
2008-10-6,8117,,,,13,23,24,25,30,02,08
2008-10-4,8116,,,,06,08,15,24,31,01,03
2008-10-1,8115,,,,07,09,19,21,33,07,10
2008-9-29,8114,,,,02,03,22,27,31,06,07
2008-9-27,8113,,,,11,14,17,19,22,01,08
2008-9-24,8112,,,,04,18,26,32,33,05,08
2008-9-22,8111,,,,02,11,12,14,19,05,09
2008-9-20,8110,,,,05,16,25,27,33,04,09
2008-9-17,8109,,,,01,10,18,28,34,05,08
2008-9-15,8108,,,,11,16,24,29,32,09,11
2008-9-13,8107,,,,01,02,13,15,16,04,09
2008-9-10,8106,,,,03,05,21,28,33,02,06
2008-9-8,8105,,,,12,21,22,26,35,04,05
2008-9-6,8104,,,,07,08,10,24,34,08,11
2008-9-3,8103,,,,02,11,22,30,34,04,09
2008-9-1,8102,,,,05,25,26,29,35,03,10
2008-8-30,8101,,,,10,13,23,31,33,04,11
2008-8-27,8100,,,,12,20,26,29,30,02,06
2008-8-25,8099,,,,03,18,23,25,30,06,10
2008-8-23,8098,,,,07,10,22,27,33,04,08
2008-8-20,8097,,,,01,10,31,33,35,03,10
